ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1727205	0.0453	0.0009299	3.755.385	-0.6277039	20.038.878	74136546	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
ILMN_1738342	0.0453	0.00093311	3.754.029	-0.6307983	10.304.803	165377201	METTL15	methyltransferase like 15
ILMN_1680693	0.0453	0.00093388	3.753.704	-0.6315375	0.6277795	148612860	ZNF419	zinc finger protein 419
ILMN_1690783	0.0453	0.00094366	-3.749.605	-0.6408853	-12.033.187	424036736	TREML1	triggering receptor expressed on myeloid cells like 1
ILMN_1667306	0.0453	0.00094899	-3.747.388	-0.6459384	-0.7342216	998074444	RANBP10	RAN binding protein 10
ILMN_1680757	0.0453	0.00096647	3.740.198	-0.6623253	0.9287272	NA		
ILMN_1697670	0.0453	0.00097372	3.737.254	-0.6690325	0.4575314	115648109	SRRM1	serine and arginine repetitive matrix 1
ILMN_1752283	0.0453	0.00097757	3.735.702	-0.6725684	0.6598364	1023300905	ITCH	itchy E3 ubiquitin protein ligase
ILMN_2373010	0.0453	0.00097963	3.734.873	-0.6744573	1.437.643	289191373	TMEM70	transmembrane protein 70
ILMN_1656134	0.0453	0.00097965	-3.734.863	-0.6744807	-0.4574595	1015576843	CNOT7	CCR4-NOT transcription complex subunit 7
ILMN_1706305	0.0453	0.00098054	3.734.507	-0.6752917	0.5654433	323276690	COX16	COX16, cytochrome c oxidase assembly homolog
ILMN_1719403	0.0453	0.00098137	-373.417	-0.6760576	-10.928.102	597955329	MTX1	metaxin 1
ILMN_1704557	0.0453	0.00098188	3.733.966	-0.6765242	0.5990878	440546393	RPS6KB1	ribosomal protein S6 kinase B1
ILMN_1709114	0.0453	0.00099065	3.730.463	-0.6845019	0.6927312	47717114	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
ILMN_1806294	0.0453	0.00099836	-3.727.408	-0.691458	-10.252.331	56243494	RPS6KA3	ribosomal protein S6 kinase A3
ILMN_1757361	0.0453	0.00099898	-3.727.163	-0.6920166	-0.9197307	163644266	NCF4	neutrophil cytosolic factor 4
ILMN_1747451	0.0453	0.00100188	3.726.021	-0.6946152	0.6127539	254039597	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
ILMN_1693668	0.0453	0.00100618	-3.724.334	-0.6984565	-0.8490571	971059207	WAPL	WAPL cohesin release factor
ILMN_2196550	0.0453	0.00101265	-3.721.807	-0.7042092	-0.7881091	557948006	KIAA0226L	KIAA0226 like
ILMN_1762972	0.0453	0.00101473	3.720.996	-0.7060551	0.6531246	95147341	CHD9	chromodomain helicase DNA binding protein 9
ILMN_1674265	0.0453	0.00101989	-3.718.996	-0.7106056	-0.8265537	295821172	AVIL	advillin
ILMN_1786211	0.0453	0.00102007	-3.718.927	-0.7107633	-0.4455092	126131098	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
ILMN_1695020	0.0453	0.00102584	3.716.705	-0.7158197	0.8645365	119637838	NEK3	NIMA related kinase 3
ILMN_2262901	0.0453	0.0010268	3.716.335	-0.7166614	12.609.692	635172826	RUFY3	RUN and FYVE domain containing 3
ILMN_1773865	0.0453	0.00102898	3.715.498	-0.7185655	0.4711847	305855105	HSPA5	heat shock protein family A (Hsp70) member 5
ILMN_1801313	0.0453	0.00102997	-371.512	-0.7194266	-0.6988713	55925659	SIAH2	siah E3 ubiquitin protein ligase 2
ILMN_1671765	0.0453	0.00103827	3.711.953	-0.7266312	11.755.261	751368124	TRIM35	tripartite motif containing 35
ILMN_2101034	0.0453	0.00104223	3.710.452	-0.7300456	0.712203	731441389	CAPN12	calpain 12
ILMN_1739587	0.0453	0.00104526	3.709.307	-0.7326489	12.083.895	384871627	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked
ILMN_2345512	0.0453	0.00105356	-3.706.188	-0.7397433	-0.7429901	391224433	PPP4R1	protein phosphatase 4 regulatory subunit 1
ILMN_1715669	0.0453	0.00105402	-3.706.016	-0.7401334	-12.631.356	971825788	TP53I11	tumor protein p53 inducible protein 11
ILMN_1794677	0.0453	0.00105473	370.575	-0.7407388	0.5071206	1007385593	TMC6	transmembrane channel like 6
ILMN_1692223	0.0453	0.00105731	-3.704.787	-0.7429292	-13.482.181	930697465	LCN2	lipocalin 2
ILMN_2222992	0.0454	0.00106282	3.702.736	-0.7475921	0.6375197	372626411	ETF1	eukaryotic translation termination factor 1
ILMN_1652512	0.0455	0.00107551	3.698.052	-0.7582401	0.8539068	119226225	C2CD2	C2 calcium dependent domain containing 2
ILMN_1768969	0.0455	0.00107767	-369.726	-0.7600388	-12.955.737	328447199	LBR	lamin B receptor
ILMN_1731644	0.0455	0.00107949	3.696.593	-0.7615546	0.7685729	238624094	SETDB2	SET domain bifurcated 2
ILMN_1796407	0.0455	0.00109954	3.689.328	-0.778062	0.5372708	998491627	SS18L2	SS18 like 2
ILMN_1704290	0.0455	0.00110954	-3.685.753	-0.7861815	-0.8617174	327365347	SPTLC2	serine palmitoyltransferase long chain base subunit 2
ILMN_1782560	0.0455	0.00111372	-3.684.267	-0.7895564	-14.264.403	332634933	CD86	CD86 molecule
ILMN_1708486	0.0455	0.00111696	-3.683.122	-0.7921561	-20.857.303	746451140	CNN2	calponin 2
ILMN_1715969	0.0455	0.00111781	-3.682.821	-0.792839	-0.7855177	961349566	SLC25A37	solute carrier family 25 member 37
ILMN_2344130	0.0455	0.0011185	-3.682.575	-0.7933974	-0.5257799	78000204	PSMD4	proteasome 26S subunit, non-ATPase 4
ILMN_2287888	0.0455	0.00111904	-3.682.385	-0.7938304	-1.075.171	394953925	PSMC4	proteasome 26S subunit, ATPase 4
ILMN_1769191	0.0455	0.00113038	-3.678.401	-0.8028733	-0.5447841	834400519	GNAS	GNAS complex locus
ILMN_2395856	0.0455	0.00113522	3.676.716	-0.8066998	0.6020494	384871607	TMEM218	transmembrane protein 218
ILMN_1678437	0.0455	0.00113571	-3.676.544	-0.8070898	-0.9836527	117606354	FRY	FRY microtubule binding protein
ILMN_1657234	0.0455	0.0011368	3.676.164	-0.807951	22.553.686	194239686	CCL20	C-C motif chemokine ligand 20
ILMN_1652198	0.0455	0.00113707	-367.607	-0.8081656	-15.247.497	269308186	CCM2	CCM2 scaffolding protein
ILMN_1708805	0.0455	0.00115008	3.671.577	-0.8183624	0.5991409	291490681	NCOA3	nuclear receptor coactivator 3
ILMN_1696230	0.0455	0.00116084	-3.667.896	-0.8267132	-12.466.526	NA		
ILMN_1756631	0.0455	0.00117003	3.664.779	-0.8337826	0.7169263	930596556	ZNF526	zinc finger protein 526
ILMN_1724376	0.0455	0.00117259	3.663.914	-0.8357443	0.3424803	343183358	ERLEC1	endoplasmic reticulum lectin 1
ILMN_1771411	0.0455	0.00117281	3.663.838	-0.8359163	0.5515421	215276978	ALG6	ALG6, alpha-1,3-glucosyltransferase
ILMN_1747506	0.0455	0.00117528	-3.663.008	-0.8377986	-0.4753177	NA		
ILMN_1726545	0.0455	0.0011779	-3.662.128	-0.8397943	-11.338.707	334883168	LILRA5	leukocyte immunoglobulin like receptor A5
ILMN_1730176	0.0455	0.00117848	-3.661.932	-0.8402393	-15.569.876	556503455	ITGAX	integrin subunit alpha X
ILMN_1740927	0.0455	0.00118162	3.660.881	-0.8426218	0.7264387	555943751	LYRM4	LYR motif containing 4
ILMN_1724825	0.0455	0.0011828	-3.660.487	-0.8435162	-0.4257704	193083106	PCBP2	poly(rC) binding protein 2
ILMN_1794780	0.0455	0.00118507	-3.659.728	-0.8452357	-11.239.588	118918414	SHARPIN	SHANK associated RH domain interactor
ILMN_1666258	0.0455	0.00118783	-3.658.807	-0.8473234	-13.079.397	378744169	AMFR	autocrine motility factor receptor
ILMN_2412294	0.0455	0.00119126	-3.657.665	-0.8499126	-0.780374	61835190	GNB5	G protein subunit beta 5
ILMN_1712522	0.0455	0.00119231	-3.657.317	-0.8507024	-20.327.588	612407821	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6
ILMN_2410929	0.0455	0.00119287	-3.657.133	-0.8511188	-0.7475925	62912490	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
ILMN_1727831	0.0455	0.00119454	365.658	-0.8523717	20.134.153	300192935	RAD51B	RAD51 paralog B
ILMN_2096322	0.0455	0.00119542	-3.656.287	-0.8530359	-0.6866397	594952022	ADIPOR1	adiponectin receptor 1
ILMN_2112524	0.0455	0.00120046	-3.654.624	-0.8568051	-0.9167918	284447286	RNF149	ring finger protein 149
ILMN_1655796	0.0456	0.00121116	-3.651.114	-0.8647592	-0.8000575	471434843	Mar-03	membrane associated ring-CH-type finger 3
ILMN_1749591	0.0456	0.00121215	3.650.791	-0.8654927	0.5333874	167466214	ITGAL	integrin subunit alpha L
ILMN_1716105	0.0457	0.00121882	-3.648.619	-0.8704131	-0.698014	NA		
ILMN_1793384	0.0457	0.0012233	-3.647.165	-0.8737067	-17.618.844	1013393040	JAK1	Janus kinase 1
ILMN_1680388	0.0458	0.00123041	-3.644.874	-0.8788977	-0.5848951	NA		
ILMN_1663486	0.0459	0.0012349	-3.643.432	-0.8821628	-0.6980625	162951879	TLK2	tousled like kinase 2
ILMN_1784207	0.046	0.00124393	-3.640.546	-0.8886973	-10.996.731	209954793	PITHD1	PITH domain containing 1
ILMN_1685722	0.0462	0.00125183	3.638.042	-0.8943664	0.5862591	83700234	EIF4A2	eukaryotic translation initiation factor 4A2
ILMN_1740752	0.0462	0.00125906	3.635.762	-0.8995279	14.665.503	224451051	GPAT4	glycerol-3-phosphate acyltransferase 4
ILMN_1757350	0.0462	0.00126391	-3.634.239	-0.9029762	-15.061.264	148228165	CTNNB1	catenin beta 1
ILMN_1695423	0.0462	0.0012644	-3.634.085	-0.9033239	-13.414.221	319738657	CD9	CD9 molecule
ILMN_2294978	0.0463	0.0012715	-3.631.868	-0.9083426	-0.6076859	NA		
ILMN_1676625	0.0463	0.00128062	3.629.036	-0.9147497	0.9895769	NA		
ILMN_1656136	0.0463	0.00128859	-3.626.578	-0.9203107	-0.4606765	982742422	STAU1	staufen double-stranded RNA binding protein 1
ILMN_1661417	0.0463	0.00130096	3.622.792	-0.9288736	17.338.825	531034785	MAGED2	MAGE family member D2
ILMN_1707506	0.0463	0.00130675	3.621.035	-0.9328479	0.5452399	94536801	YTHDC1	YTH domain containing 1
ILMN_1677138	0.0463	0.00130766	-3.620.757	-0.9334768	-10.906.762	NA		
ILMN_1697567	0.0463	0.00130844	-3.620.523	-0.9340054	-13.291.798	114155138	TPM3	tropomyosin 3
ILMN_1756806	0.0463	0.00131227	-3.619.364	-0.9366255	-16.288.006	309747064	MCL1	BCL2 family apoptosis regulator
ILMN_1748797	0.0463	0.00131724	-3.617.866	-0.9400123	-14.015.934	156071491	GRB2	growth factor receptor bound protein 2
ILMN_1736911	0.0463	0.00131785	-3.617.682	-0.9404292	-10.321.342	260763920	TMOD1	tropomodulin 1
ILMN_1657680	0.0463	0.00132122	3.616.668	-0.9427204	11.228.353	45935390	CCDC69	coiled-coil domain containing 69
ILMN_2413527	0.0463	0.00132137	-3.616.623	-0.9428217	-22.148.425	50593538	VCL	vinculin
ILMN_1793549	0.0463	0.00132284	3.616.184	-0.9438137	0.5890925	386869354	PTPN4	protein tyrosine phosphatase, non-receptor type 4
ILMN_1776088	0.0463	0.00132584	3.615.286	-0.9458456	0.5614947	758818549	NAT9	N-acetyltransferase 9 (putative)
ILMN_1703650	0.0468	0.00134496	-3.609.609	-0.9586744	-0.4750955	356874794	TNIP1	TNFAIP3 interacting protein 1
ILMN_2124951	0.0468	0.00134924	-3.608.349	-0.9615215	-0.5475061	258645145	RBMX	RNA binding motif protein, X-linked
ILMN_1754076	0.0468	0.00135416	3.606.906	-0.9647817	12.564.776	54112396	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
ILMN_1789400	0.0468	0.00135798	3.605.788	-0.9673054	0.879324	134142823	FOXD2	forkhead box D2
ILMN_2241775	0.0469	0.0013633	3.604.237	-0.9708089	0.5972384	291084621	TROVE2	TROVE domain family member 2
ILMN_2408987	0.0471	0.00137369	3.601.224	-0.9776131	0.9487004	51477703	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
ILMN_1759030	0.0471	0.0013795	3.599.551	-0.9813909	0.7184557	319655770	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
ILMN_1794165	0.0471	0.0013824	-3.598.718	-0.9832711	-0.88204	751130503	PGD	phosphogluconate dehydrogenase
ILMN_1657455	0.0471	0.00138904	-3.596.817	-0.9875641	-0.8172658	574956982	CEACAM4	carcinoembryonic antigen related cell adhesion molecule 4
ILMN_1666208	0.0471	0.00139282	3.595.737	-0.9900018	0.7541711	194473999	MIS18BP1	MIS18 binding protein 1
ILMN_1690136	0.0471	0.00139533	-3.595.024	-0.9916107	-0.8749452	189163520	NIPBL	NIPBL, cohesin loading factor
ILMN_1730809	0.0475	0.00141267	3.590.121	-10.026.766	0.9665029	38708298	SLC29A2	solute carrier family 29 member 2
ILMN_1662318	0.0484	0.00144425	358.134	-1.022.481	0.5428124	283046839	CCDC59	coiled-coil domain containing 59
ILMN_1750693	0.0485	0.00144943	357.992	-10.256.838	0.422251	635172854	SSR1	signal sequence receptor subunit 1
ILMN_1815552	0.0485	0.00145399	-3.578.671	-10.284.996	-0.5943398	399124758	NTAN1	N-terminal asparagine amidase
ILMN_1738796	0.0486	0.00146207	357.647	-10.334.598	12.783.347	387157902	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
ILMN_1777913	0.0486	0.00146573	-3.575.476	-10.357.012	-21.093.957	971460838	CDK8	cyclin dependent kinase 8
ILMN_2276811	0.0486	0.00147292	3.573.531	-10.400.852	0.9578034	71999134	METTL17	methyltransferase like 17
ILMN_1792135	0.0486	0.00147714	-3.572.396	-10.426.429	-11.882.413	544063445	SLC35A2	solute carrier family 35 member A2
ILMN_1684628	0.0491	0.00149672	3.567.162	-10.544.334	0.5094487	764020091	ZFP90	ZFP90 zinc finger protein
ILMN_2359601	0.0492	0.00150639	-3.564.602	-10.602.005	-10.495.564	NA		
ILMN_1781207	0.0492	0.00151217	-3.563.079	-10.636.303	-0.8506837	343962636	FYN	FYN proto-oncogene, Src family tyrosine kinase
ILMN_2400219	0.0492	0.00151561	3.562.175	-1.065.664	0.7592405	379642558	SRI	sorcin
ILMN_1794011	0.0492	0.00151657	3.561.923	-10.662.311	1.626.315	344925865	CHST2	carbohydrate sulfotransferase 2
ILMN_1668179	0.0493	0.00152633	3.559.372	-10.719.764	0.7229594	148470398	HNRNPF	heterogeneous nuclear ribonucleoprotein F
ILMN_1774890	0.0493	0.00152868	3.558.759	-10.733.556	0.9029034	282403489	LAS1L	LAS1 like, ribosome biogenesis factor
ILMN_1766165	0.0495	0.00153996	-3.555.835	-10.799.375	-14.610.343	225690599	SNCA	synuclein alpha
ILMN_1778168	0.0495	0.00155435	-3.552.135	-10.882.631	-10.829.461	NA		
ILMN_2334080	0.0495	0.00155999	3.550.694	-10.915.033	17.498.854	184172388	TNNT3	troponin T3, fast skeletal type
ILMN_2374340	0.0495	0.00156335	-3.549.838	-1.093.429	-11.894.748	318037604	PLAUR	plasminogen activator, urokinase receptor
ILMN_1789074	0.0495	0.0015674	-354.881	-10.957.429	-0.5599555	194248071	HSPA1A	heat shock protein family A (Hsp70) member 1A
ILMN_1691119	0.0495	0.00156961	3.548.247	-10.970.095	13.355.577	525345373	RNF122	ring finger protein 122
ILMN_1751081	0.0495	0.00157025	3.548.084	-10.973.745	0.6066812	574957262	EHMT2	euchromatic histone lysine methyltransferase 2
ILMN_1717163	0.0495	0.00157527	-3.546.815	-11.002.283	-10.604.705	119395708	F13A1	coagulation factor XIII A chain
ILMN_1726108	0.0495	0.00157687	-3.546.412	-11.011.363	-0.4673022	NA		
ILMN_1753755	0.0495	0.00157983	3.545.664	-11.028.167	23.827.086	339276011	B4GALT2	beta-1,4-galactosyltransferase 2
ILMN_1699644	0.0501	0.00160237	-3.540.026	-11.154.946	-0.5938564	471434843	Mar-03	membrane associated ring-CH-type finger 3
ILMN_2391178	0.0504	0.00161539	3.536.802	-11.227.404	0.8527337	NA		
ILMN_1694476	0.0505	0.00162607	-3.534.176	-11.286.392	-10.910.901	66933008	HMBS	hydroxymethylbilane synthase
ILMN_2323172	0.0506	0.00163579	-3.531.804	-11.339.679	-10.423.915	304361746	CSF3R	colony stimulating factor 3 receptor
ILMN_2116877	0.0506	0.00164118	-3.530.493	-11.369.133	-20.632.254	325053703	OLFM4	olfactomedin 4
ILMN_1669598	0.0506	0.00164237	-3.530.205	-11.375.598	-10.388.532	665505994	KMT5B	lysine methyltransferase 5B
ILMN_1675387	0.0506	0.00165184	-3.527.914	-1.142.706	-19.262.408	336455029	LIMS1	LIM zinc finger domain containing 1
ILMN_2382964	0.0506	0.00165807	3.526.413	-11.460.763	17.116.032	394314568	PRSS21	protease, serine 21
ILMN_1807095	0.0506	0.00166267	352.531	-11.485.531	0.6509379	71892471	MRPS36	mitochondrial ribosomal protein S36
ILMN_1691855	0.0506	0.00166709	3.524.251	-11.509.309	0.8639309	345091031	CACNA1B	calcium voltage-gated channel subunit alpha1 B
ILMN_1778236	0.0506	0.00166861	3.523.888	-11.517.452	0.6197046	33356176	PTPN11	protein tyrosine phosphatase, non-receptor type 11
ILMN_1757956	0.0506	0.00167063	3.523.406	-11.528.282	0.652104	109240537	PCGF1	polycomb group ring finger 1
ILMN_1681695	0.0513	0.00169941	-3.516.597	-11.681.091	-2.265.004	746816102	DNASE1L1	deoxyribonuclease 1 like 1
ILMN_1732318	0.0513	0.00170008	-3.516.438	-11.684.653	-0.9311111	325651908	PTK2B	protein tyrosine kinase 2 beta
ILMN_1747857	0.0513	0.00170462	3.515.376	-11.708.469	0.5815345	45827732	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
ILMN_1719232	0.0513	0.00171066	-3.513.965	-11.740.122	-0.798688	126362976	DGCR14	DiGeorge syndrome critical region gene 14
ILMN_1715179	0.0513	0.00171661	3.512.579	-11.771.221	0.4225084	1005261157	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
ILMN_1689142	0.0513	0.00171831	-3.512.185	-11.780.065	-0.8561119	NA		
ILMN_1748473	0.0514	0.00172803	3.509.935	-11.830.513	0.4502359	28416432	GIMAP4	GTPase, IMAP family member 4
ILMN_1750079	0.0516	0.00173855	3.507.514	-11.884.803	0.3377766	539847079	PURB	purine rich element binding protein B
ILMN_1776334	0.0518	0.00175052	3.504.777	-11.946.163	21.201.721	359751463	UXS1	UDP-glucuronate decarboxylase 1
ILMN_2285802	0.0519	0.00176384	-350.175	-12.014.007	-0.6581594	221316681	SEC14L1	SEC14 like lipid binding 1
ILMN_1678054	0.0519	0.00176402	3.501.709	-12.014.921	0.5213412	56549143	TRIM21	tripartite motif containing 21
ILMN_1801869	0.0519	0.00176974	3.500.416	-1.204.388	0.5271768	733605974	WDR75	WD repeat domain 75
ILMN_1810467	0.052	0.0017861	3.496.745	-12.126.139	0.5355554	294774554	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
ILMN_1732271	0.052	0.0017924	3.495.338	-12.157.652	0.80856	151108434	BTBD9	BTB domain containing 9
ILMN_2360229	0.052	0.00179292	-3.495.223	-12.160.236	-1.564.445	56788400	MAPKAP1	mitogen-activated protein kinase associated protein 1
ILMN_1811574	0.052	0.00179816	3.494.057	-12.186.338	0.502107	974005408	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
ILMN_2086417	0.052	0.00179914	3.493.839	-12.191.216	0.5749687	260436852	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2
ILMN_1686626	0.052	0.00180554	3.492.421	-12.222.975	0.5472431	323276702	DDX39B	DEAD-box helicase 39B
ILMN_1736567	0.052	0.00180835	34.918	-12.236.878	0.6355471	343403786	CD74	CD74 molecule
ILMN_2083066	0.052	0.00182449	3.488.251	-12.316.329	10.520.272	NA		
ILMN_1655482	0.052	0.00182871	-3.487.328	-12.337.003	-0.8060962	115387097	TRIM27	tripartite motif containing 27
ILMN_1690880	0.052	0.00183339	3.486.306	-12.359.877	10.391.932	134053890	CTAGE5	CTAGE family member 5, ER export factor
ILMN_1796106	0.052	0.00183915	-3.485.054	-12.387.884	-0.7298492	237512967	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
ILMN_1771601	0.052	0.00184199	3.484.437	-12.401.699	1.979.296	146231965	UFSP1	UFM1 specific peptidase 1 (inactive)
ILMN_2270900	0.052	0.00184283	3.484.255	-12.405.768	0.9402037	1042818158	ZNF197	zinc finger protein 197
ILMN_1791545	0.052	0.0018478	-3.483.179	-12.429.844	-1.252.714	539847577	KRT23	keratin 23
ILMN_1759952	0.052	0.00185448	3.481.735	-12.462.146	0.3796972	315138979	PSMA5	proteasome subunit alpha 5
ILMN_1676470	0.052	0.00185487	-3.481.651	-12.464.026	-1.018.245	293651581	TCF7	transcription factor 7 (T-cell specific, HMG-box)
ILMN_1682799	0.052	0.00186351	3.479.795	-1.250.555	0.6002943	375298740	STAMBPL1	STAM binding protein like 1
ILMN_1808860	0.052	0.00186503	-3.479.469	-12.512.832	-0.5262001	347658917	STX5	syntaxin 5
ILMN_1654060	0.052	0.00187152	-3.478.081	-12.543.898	-0.7287082	150378490	MKNK2	MAP kinase interacting serine/threonine kinase 2
ILMN_1781135	0.052	0.00188085	-3.476.091	-12.588.388	-0.9175003	756761822	STAM2	signal transducing adaptor molecule 2
ILMN_1688622	0.052	0.00188158	3.475.937	-12.591.833	0.4320706	194328681	UBQLN1	ubiquilin 1
ILMN_1688152	0.052	0.00188821	3.474.531	-1.262.328	0.4947978	393538534	IL27RA	interleukin 27 receptor subunit alpha
ILMN_2256359	0.052	0.00189168	3.473.797	-12.639.687	0.8264017	662236824	ZNF823	zinc finger protein 823
ILMN_1729487	0.052	0.00189484	-347.313	-126.546	-11.316.081	156104879	GMPR	guanosine monophosphate reductase
ILMN_1670134	0.052	0.00189636	3.472.807	-12.661.811	0.9427215	214831729	FADS1	fatty acid desaturase 1
ILMN_1664051	0.052	0.00191542	-3.468.808	-127.512	-14.094.642	320202925	SEC22C	SEC22 homolog C, vesicle trafficking protein
ILMN_1665217	0.052	0.00191613	-346.866	-12.754.509	-0.9722699	612149755	CEP19	centrosomal protein 19
ILMN_2214278	0.052	0.0019214	3.467.561	-12.779.075	0.8735033	188219548	SLF1	SMC5-SMC6 complex localization factor 1
ILMN_1656316	0.052	0.00192194	346.745	-12.781.554	13.665.432	283837892	ZMYM3	zinc finger MYM-type containing 3
ILMN_1681081	0.052	0.00192278	-3.467.274	-12.785.481	-12.498.702	68835055	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
ILMN_1782897	0.052	0.00192862	3.466.062	-12.812.567	0.7004442	61676202	CAPRIN1	cell cycle associated protein 1
ILMN_1728965	0.052	0.00192972	3.465.833	-12.817.673	0.8854844	131889390	C11orf57	chromosome 11 open reading frame 57
ILMN_1770378	0.052	0.00193541	3.464.655	-12.843.991	0.660489	375493581	ANAPC10	anaphase promoting complex subunit 10
